DXCode,Description,"2020 CMS-HCC
Model
Category
(V24) ",V24 HCC Description,V28ID,V28HCCDescription,"2020 CMS-HCC Model
Category
(V24) for 2024
Payment Year","2024 Proposed CMS-HCC Model
Category
(V28) for 2024
Payment Year",Same HCC Description  
F19221,Other psychoactive substance dependence with intoxication delirium,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19222,Other psychoactive substance dependence with intoxication with perceptual disturbance,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19229,"Other psychoactive substance dependence with intoxication, unspecified",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19230,"Other psychoactive substance dependence with withdrawal, uncomplicated",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19231,Other psychoactive substance dependence with withdrawal delirium,54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19232,Other psychoactive substance dependence with withdrawal with perceptual disturbance,54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19239,"Other psychoactive substance dependence with withdrawal, unspecified",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F1924,Other psychoactive substance dependence with psychoactive substance-induced mood disorder,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19250,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions,54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19251,Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations,54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19259,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F1926,Other psychoactive substance dependence with psychoactive substance-induced persisting amnestic disorder,54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F1927,Other psychoactive substance dependence with psychoactive substance-induced persisting dementia,54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19280,Other psychoactive substance dependence with psychoactive substance-induced anxiety disorder,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19281,Other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19282,Other psychoactive substance dependence with psychoactive substance-induced sleep disorder,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19288,Other psychoactive substance dependence with other psychoactive substance-induced disorder,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F1929,Other psychoactive substance dependence with unspecified psychoactive substance-induced disorder,55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19920,"Other psychoactive substance use, unspecified with intoxication, uncomplicated",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19921,"Other psychoactive substance use, unspecified with intoxication with delirium",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19922,"Other psychoactive substance use, unspecified with intoxication with perceptual disturbance",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19929,"Other psychoactive substance use, unspecified with intoxication, unspecified",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19930,"Other psychoactive substance use, unspecified with withdrawal, uncomplicated",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19931,"Other psychoactive substance use, unspecified with withdrawal delirium",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19932,"Other psychoactive substance use, unspecified with withdrawal with perceptual disturbance",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19939,"Other psychoactive substance use, unspecified with withdrawal, unspecified",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F1994,"Other psychoactive substance use, unspecified with psychoactive substance-induced mood disorder",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19950,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19951,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19959,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F1996,"Other psychoactive substance use, unspecified with psychoactive substance-induced persisting amnestic disorder",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F1997,"Other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia",54,Substance Use with Psychotic Complications,135,Drug Use with Psychotic Complications,Yes,Yes,NO
F19980,"Other psychoactive substance use, unspecified with psychoactive substance-induced anxiety disorder",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19981,"Other psychoactive substance use, unspecified with psychoactive substance-induced sexual dysfunction",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19982,"Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F19988,"Other psychoactive substance use, unspecified with other psychoactive substance-induced disorder",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F1999,"Other psychoactive substance use, unspecified with unspecified psychoactive substance-induced disorder",55,"Substance Use Disorder, Moderate/Severe, or Substance Use with Complications",137,"Drug Use Disorder, Moderate/Severe, or Drug Use with Non-PsychoticComplications",Yes,Yes,NO
F200,Paranoid schizophrenia,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F201,Disorganized schizophrenia,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F202,Catatonic schizophrenia,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F203,Undifferentiated schizophrenia,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F205,Residual schizophrenia,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F2081,Schizophreniform disorder,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F2089,Other schizophrenia,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F209,"Schizophrenia, unspecified",57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F21,Schizotypal disorder,60,Personality Disorders,153,Personality Disorders; Anorexia/Bulimia Nervosa,Yes,Yes,NO
F22,Delusional disorders,59,"Major Depressive, Bipolar, and Paranoid Disorders",152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F23,Brief psychotic disorder,58,Reactive and Unspecified Psychosis,152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F24,Shared psychotic disorder,59,"Major Depressive, Bipolar, and Paranoid Disorders",152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F250,"Schizoaffective disorder, bipolar type",57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F251,"Schizoaffective disorder, depressive type",57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F258,Other schizoaffective disorders,57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F259,"Schizoaffective disorder, unspecified",57,Schizophrenia,151,Schizophrenia,Yes,Yes,SAME
F28,Other psychotic disorder not due to a substance or known physiological condition,58,Reactive and Unspecified Psychosis,152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F29,Unspecified psychosis not due to a substance or known physiological condition,58,Reactive and Unspecified Psychosis,152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F3010,"Manic episode without psychotic symptoms, unspecified",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3011,"Manic episode without psychotic symptoms, mild",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3012,"Manic episode without psychotic symptoms, moderate",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3013,"Manic episode, severe, without psychotic symptoms",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F302,"Manic episode, severe with psychotic symptoms",59,"Major Depressive, Bipolar, and Paranoid Disorders",152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F303,Manic episode in partial remission,59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F304,Manic episode in full remission,59,"Major Depressive, Bipolar, and Paranoid Disorders",,,Yes,No,NO
F308,Other manic episodes,59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F309,"Manic episode, unspecified",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F310,"Bipolar disorder, current episode hypomanic",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3110,"Bipolar disorder, current episode manic without psychotic features, unspecified",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3111,"Bipolar disorder, current episode manic without psychotic features, mild",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3112,"Bipolar disorder, current episode manic without psychotic features, moderate",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3113,"Bipolar disorder, current episode manic without psychotic features, severe",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F312,"Bipolar disorder, current episode manic severe with psychotic features",59,"Major Depressive, Bipolar, and Paranoid Disorders",152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F3130,"Bipolar disorder, current episode depressed, mild or moderate severity, unspecified",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3131,"Bipolar disorder, current episode depressed, mild",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3132,"Bipolar disorder, current episode depressed, moderate",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F314,"Bipolar disorder, current episode depressed, severe, without psychotic features",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F315,"Bipolar disorder, current episode depressed, severe, with psychotic features",59,"Major Depressive, Bipolar, and Paranoid Disorders",152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F3160,"Bipolar disorder, current episode mixed, unspecified",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3161,"Bipolar disorder, current episode mixed, mild",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3162,"Bipolar disorder, current episode mixed, moderate",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3163,"Bipolar disorder, current episode mixed, severe, without psychotic features",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3164,"Bipolar disorder, current episode mixed, severe, with psychotic features",59,"Major Depressive, Bipolar, and Paranoid Disorders",152,"Psychosis, Except Schizophrenia",Yes,Yes,NO
F3170,"Bipolar disorder, currently in remission, most recent episode unspecified",59,"Major Depressive, Bipolar, and Paranoid Disorders",,,Yes,No,NO
F3171,"Bipolar disorder, in partial remission, most recent episode hypomanic",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3172,"Bipolar disorder, in full remission, most recent episode hypomanic",59,"Major Depressive, Bipolar, and Paranoid Disorders",,,Yes,No,NO
F3173,"Bipolar disorder, in partial remission, most recent episode manic",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3174,"Bipolar disorder, in full remission, most recent episode manic",59,"Major Depressive, Bipolar, and Paranoid Disorders",,,Yes,No,NO
F3175,"Bipolar disorder, in partial remission, most recent episode depressed",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
F3176,"Bipolar disorder, in full remission, most recent episode depressed",59,"Major Depressive, Bipolar, and Paranoid Disorders",,,Yes,No,NO
F3177,"Bipolar disorder, in partial remission, most recent episode mixed",59,"Major Depressive, Bipolar, and Paranoid Disorders",154,Bipolar Disorders without Psychosis,Yes,Yes,NO
